codepoint,char,mid_initial,mid_final,mid_tone,old_initial,old_nucleus,old_coda,man_initial,man_final,man_tone,can_onset,can_nucleus,can_coda,can_tone
23098,娺,tɕʰʷ,iᴇt̲̲,³,rt,o,̠d,ʈʂ,uɔ,2,,,,
23099,娻,t,uŋ,³³,,,,t,ʊŋ,1,,,,
23100,娼,tɕʰj,aŋ,³³,,,,ʈʂʰ,ɑŋ,1,tsʰ,œ:,ŋ,˥
23101,娽,l,uk̲̲,³,b,ə,r,l,u,4,,,,
23102,娾,ŋɰ,ɛi,³⁵,,,,,ai,3,,,,
23103,娿,ʔ,ɑ,³³,q,a,̠l,,ɤ,1,,,,
23104,婀,ʔ,ɑ,³³,,,,,ɤ,1,,ɔ:,,˥
23105,婁,lj,ʊ,³³,ɡ,ə,r,l,oʊ,2,l,ɐu,,˩˨
23106,婂,m,iᴇn,³³,,,,m,jɛn,2,,,,
23107,婃,dz,u̯oŋ,³³,,,,tsʰ,ʊŋ,2,,,,
23108,婄,pʰ,u̯oi,³³,b,ɯ,ʔ,pʰ,oʊ,3,pʰ,ɐu,,˧
23109,婅,kj,uk̲̲,³,,,,tɕ,y,2,,,,
23110,婆,bʷ,ɑ,³³,b,a,̠l,pʰ,uɔ,2,pʰ,ɔ:,,˩˨
23111,婇,tsʰ,əi,³⁵,,,,tsʰ,ai,3,,,,
23112,婈,l,ɨŋ,³³,,,,l,iŋ,2,,,,
23113,婉,ʔʷj,ɤn,³⁵,q,o,nʔ,,wan,3,j,y:,n,˧˥
23114,婊,pɰ,iᴇu,³⁵,,,,p,jɑʊ,3,p,i:u,,˧˥
23115,婋,hɰæ,u,³³,,,,ɕ,jɑʊ,1,,,,
23116,婌,dʑj,uk̲̲,³,,,,ʂ,u,2,,,,
23117,婍,kʰɰ,iᴇ,³⁵,,,,tɕʰ,i,3,,,,
23118,婎,hʷ,i,³⁵,qh,u,l,x,,1,,,,
23119,婏,pʰj,ʊ,³¹,m̥,o,s,f,an,4,,,,
23120,婐,ʔʷ,ɑ,³⁵,kr,o,̠l,,uɔ,3,kw,ɔ:,,˧˥
23121,婑,n,u̯oi,³⁵,mɡl,u,̠lʔ,ʐ,,2,w,ɔ:,,˧˥
23122,婒,d,ɑm,³³,,,,tʰ,an,2,,,,
23123,婓,bʷ,ɨi,³³,ph,ɯ,l,f,ei,1,f,ei,,˥
23124,婔,ɦʲʷ,ɨi,³³,,,,f,ei,1,,,,
23125,婕,ts,iᴇp̲̲,³,s,e,b,tɕ,je,2,ts,i:,t,˧
23126,婖,tʰ,em,³⁵,,,,tʰ,jɛn,1,,,,
23127,婗,ŋ,ei,³⁵,ŋɡ,e,̠,n,i,2,n,ei,,˩˨
23128,婘,ɡʷɰ,iᴇn,³³,ɡr,o,n,tɕʰ,yan,2,k,y:,n,˧
23129,婙,dz,iᴇŋ,³¹,,,,tɕ,iŋ,4,,,,
23130,婚,h,u̯on,³³,m̥h,u,̠n,x,,1,f,ɐ,n,˥
23131,婛,kɰjæŋ,,³³,,,,tɕ,iŋ,1,k,ɪ,ŋ,˥
23132,婜,,,,khr,i,̠n,tɕʰ,jɛn,1,,,,
23133,婝,d,en,³¹,,,,t,jɛn,4,,,,
23134,婞,ɦʷ,eŋ,³⁵,ɡ,e,̠ŋʔ,ɕ,iŋ,4,h,ɐ,ŋ,˨
23135,婟,k,u̯o,³¹,ɡ,a,̠ʔ,x,u,4,w,u:,,˨
23136,婠,k,ɑn,³¹,q,o,̠n,,wan,1,w,a:,n,˥
23137,婡,l,əi,³³,,,,l,ai,2,,,,
23138,婢,b,iᴇ,³⁵,b,e,ʔ,p,i,4,pʰ,ei,,˩˧
23139,婣,ʔ,in,³³,q,i,n,,in,1,,,,
23140,婤,ʈʰ,ɨu,³³,klj,ɯ,w,ʈʂʰ,oʊ,1,ts,ɐu,,˥
23141,婥,tɕʰj,ak̲̲,³,khj,e,wɡ,n,ɑʊ,4,tsʰ,œ:,k,˧
23142,婦,b,ɨu,³⁵,b,ɯ,ʔ,f,u,4,f,u:,,˩˧
23143,婧,dz,iᴇŋ,³¹,z,e,ŋs,tɕ,iŋ,4,ts,ɪ,ŋ,˨
23144,婨,l,u̯on,³³,,,,l,,2,,,,
23145,婩,ŋj,ak̲̲,³,ŋɡr,a,ns,,an,4,,,,
23146,婪,l,əm,³⁵,ɡ,ə,r,l,an,2,l,a:,m,˩˨
23147,婫,k,u̯on,³³,,,,kʰ,,1,,,,
23148,婬,j,im,³³,b,ə,l,,in,2,j,ɐ,m,˩˨
23149,婭,ʔɰæ,,³³,qr,a,̠ɡs,,ja,4,,a:,,˧
23150,婮,kj,ɤ,³³,,,,tɕ,y,1,,,,
23151,婯,,,,,,,l,i,4,,,,
23152,婰,t,en,³⁵,,,,t,jɛn,3,,,,
23153,婱,ɦ,en,³³,ɡ,i,̠n,ɕ,jɛn,2,,,,
23154,婲,,,,,,,x,wa,1,,,,
23155,婳,,,,,,,x,wa,4,w,a:,k,˨
23156,婴,ʔ,iᴇŋ,³³,,,,,iŋ,1,j,ɪ,ŋ,˥
23157,婵,,,,,,,ʈʂʰ,an,2,s,i:,m,˩˨
23158,婶,,,,,,,ʂ,ən,3,s,ɐ,m,˧˥
23159,婷,d,eŋ,³³,,,,tʰ,iŋ,2,tʰ,ɪ,ŋ,˩˨
23160,婸,j,aŋ,³³,ɡ‧l,a,̠ŋʔ,t,ɑŋ,4,t,ɔ:,ŋ,˨
23161,婹,ʔ,eu,³⁵,,,,,jɑʊ,3,,,,
23162,婺,m,u,³³,m,o,ɡs,,u,4,m,ou,,˨
23163,婻,n,əm,³¹,,,,n,an,4,,,,
23164,婼,ȵjæ,,³³,nj,a,,ʈʂʰ,uɔ,4,tsʰ,œ:,k,˧
23165,婽,kɰæ,,³⁵,kr,a,̠ʔ,tɕ,ja,3,,,,
23166,婾,,,,,,,tʰ,oʊ,1,,,,
23167,婿,s,ei,³¹,sŋ,e,̠s,ɕ,y,4,s,ɐi,,˧
23168,媀,ŋj,ʊ,³¹,,,,,y,4,,,,
23169,媁,ʔʷ,ɨi,³³,qʷ,ɯ,l,,,2,,,,
23170,媂,t,ei,³¹,,,,t,i,4,,,,
23171,媃,ȵ,ɨu,³³,,,,ʐ,oʊ,2,,,,
23172,媄,mɰ,i,³⁵,mr,ɯ,lʔ,m,ei,3,,,,
23173,媅,t,əm,³³,k‧l,u,̠m,t,an,1,,,,
23174,媆,ȵʷ,iᴇn,³¹,,,,ʐ,wan,3,n,y:,n,˨
23175,媇,tsʰ,in,³³,,,,tɕʰ,in,1,,,,
23176,媈,ɦ,u̯on,³³,,,,x,,1,,,,
23177,媉,ʔɰɔk̲̲,,³,qr,o,̠ɡ,,uɔ,4,,,,
23178,媊,ts,i,³³,s,e,l,tɕʰ,jɛn,2,tsʰ,i:,n,˩˨
23179,媋,ɕʷ,in,³³,,,,ʈʂʰ,,1,,,,
23180,媌,mɰæ,u,³⁵,mr,e,̠wʔ,m,jɑʊ,2,m,a:u,,˩˨
23181,媍,,,,,,,f,u,4,,,,
23182,媎,tsjæ,,³⁵,,,,tɕ,je,3,,,,
23183,媏,tʷ,ɑn,³³,,,,t,wan,1,,,,
23184,媐,h,ɨ,³³,ɢ,ɯ,,,i,2,h,ei,,˥
23185,媑,ɖj,ʊŋ,³⁵,,,,ʈʂ,ʊŋ,4,,,,
23186,媒,m,u̯oi,³³,m,ɯ,̠,m,ei,2,m,u:i,,˩˨
23187,媓,ɦʷ,ɑŋ,³³,ɡʷ,a,̠ŋ,x,wɑŋ,2,,,,
23188,媔,m,iᴇn,³³,m,e,n,m,jɛn,2,m,i:,n,˩˨
23189,媕,ʔɰ,iᴇm,³⁵,q,ɯ,̠m,,an,1,,ɐ,m,˥
23190,媖,ʔɰjæŋ,,³³,,,,,iŋ,1,,,,
23191,媗,sʷ,iᴇn,³³,,,,ɕ,yan,1,,,,
23192,媘,kɰ,ɛi,³³,,,,tɕ,je,1,,,,
23193,媙,,,,,,,,,1,,,,
23194,媚,mɰ,i,³¹,mr,i,ls,m,ei,4,m,ei,,˩˨
23195,媛,ɦʲʷ,iᴇn,³¹,ɢr,o,ns,,yan,4,j,y:,n,˩˨
23196,媜,ʈ,iᴇŋ,³³,,,,ʈʂ,ɤŋ,1,,,,
23197,媝,tsʰ,ɨu,³³,,,,tɕʰ,,1,,,,
23198,媞,ʈɰæ,,³¹,ɡ‧l,e,̠,ʂ,i,4,tʰ,ɐi,,˩˨
23199,媟,s,iᴇt̲̲,³,skl,e,d,ɕ,je,4,s,i:,t,˧
23200,媠,dʷ,ɑ,³¹,kh‧l,o,̠lʔ,tʰ,uɔ,3,,,,
23201,媡,l,en,³¹,,,,l,jɛn,4,,,,
23202,媢,m,ɑu,³¹,m,ɯ,ɡs,m,ɑʊ,4,m,ou,,˨
23203,媣,ȵ,iᴇm,³⁵,k,a,̠m,ʐ,an,3,,,,
23204,媤,s,ɨ,³³,,,,s,i,1,,,,
23205,媥,pʰ,iᴇn,³³,ph,e,n,pʰ,jɛn,1,pʰ,i:,n,˥
23206,媦,ɦʲʷ,ɨi,³¹,ɢr,u,ds,,,4,w,ɐi,,˨
23207,媧,kʷɰ,ɛ,³³,kr,o,̠l,,wa,1,w,ɔ:,,˥
23208,媨,ts,ɨu,³¹,sk,u,s,tsʰ,u,4,,,,
23209,媩,ɦ,u̯o,³³,,,,x,u,2,,,,
23210,媪,ʔ,ɨn,³⁵,,,,,ɑʊ,3,,ou,,˧˥
23211,媫,,,,,,,tɕ,je,2,,,,
23212,媬,,,,,,,p,ɑʊ,3,p,ou,,˧˥
23213,媭,,,,,,,ɕ,y,1,,,,
23214,媮,j,ʊ,³³,kh‧l,o,̠,tʰ,oʊ,1,tʰ,ɐu,,˥
23215,媯,kʷɰ,iᴇ,³³,kʷr,a,l,k,,1,kw,ɐi,,˥
23216,媰,tʂ,ɨu,³³,zr,o,,ʈʂʰ,u,2,tsʰ,ɔ:,,˩˨
23217,媱,j,iᴇu,³³,l,e,w,,jɑʊ,2,j,i:u,,˩˨
23218,媲,b,i,³³,ph,i,̠s,pʰ,i,4,p,ei,,˧˥
23219,媳,,,,,,,ɕ,i,2,s,ɪ,k,˥
23220,媴,ɦʲʷj,ɤn,³³,,,,,yan,2,,,,
23221,媵,ɕ,ɨŋ,³¹,ɢl,ɯ,ŋs,,iŋ,4,j,ɪ,ŋ,˨
23222,媶,,,,,,,ʐ,ʊŋ,2,,,,
23223,媷,,,,,,,ʐ,u,4,j,ʊ,k,˨
23224,媸,tɕʰ,ɨ,³³,,,,ʈʂʰ,i,1,tsʰ,i:,,˥
23225,媹,l,ɨu,³³,,,,l,,2,,,,
23226,媺,mɰ,i,³⁵,mr,ɯ,lʔ,m,ei,3,m,ei,,˩˧
23227,媻,bʷ,ɑn,³¹,b,a,̠l,pʰ,an,2,pʰ,ɔ:,,˩˨
23228,媼,ʔj,un,³³,q,u,̠ʔ,,ɑʊ,3,,ou,,˧˥
23229,媽,m,u̯o,³⁵,m,a,̠ʔ,m,a,1,m,a:,,˥
23230,媾,k,u,³¹,k,o,̠s,k,oʊ,4,k,ɐu,,˧
23231,媿,kʷɰ,i,³¹,kr,u,ls,kʰ,,4,kʰw,ɐi,,˧
23232,嫀,ʂ,ɪn,³³,,,,tɕʰ,in,2,,,,
23233,嫁,kɰæ,,³¹,kr,a,̠s,tɕ,ja,4,k,a:,,˧
23234,嫂,s,ɑu,³⁵,sl,u,̠wʔ,s,ɑʊ,3,s,ou,,˧˥
23235,嫃,tɕ,in,³³,,,,ʈʂ,ən,1,,,,
23236,嫄,ŋʷj,ɤn,³³,ŋɡ,o,n,,yan,2,j,y:,n,˩˨
23237,嫅,s,ɑ,³⁵,,,,tɕ,je,1,,,,
23238,嫆,,,,,,,ʐ,ʊŋ,2,,,,
23239,嫇,mɰ,ɛŋ,³³,m,e,̠ŋ,m,iŋ,2,m,ɪ,ŋ,˩˨
23240,嫈,ʔʷ,eŋ,³¹,qʷ,e,ŋ,,iŋ,1,j,ɪ,ŋ,˥
23241,嫉,dz,i,³¹,z,i,d,tɕ,i,2,ts,ɐ,t,˨
23242,嫊,s,u̯o,³¹,,,,s,u,4,,,,
23243,嫋,n,eu,³⁵,n,e,̠wʔ,n,jɑʊ,3,n,i:u,,˩˧
23244,嫌,ɦ,em,³³,ɡ,e,̠m,ɕ,jɛn,2,j,i:,m,˩˨
23245,嫍,j,iᴇu,³⁵,,,,tʰ,ɑʊ,1,,,,
23246,嫎,b,ɑŋ,³³,,,,pʰ,ɑŋ,2,,,,
23247,嫏,,,,,,,l,ɑŋ,2,,,,
23248,嫐,,,,,,,n,ɑʊ,3,n,ɐ,t,˥
23249,嫑,,,,,,,p,ɑʊ,2,,,,
23250,嫒,,,,,,,,ai,4,,ɔ:i,,˧
23251,嫓,,,,,,,pʰ,i,4,,,,
23252,嫔,,,,,,,pʰ,in,2,p,ɐ,n,˧
23253,嫕,ʔ,ei,³¹,q,i,̠s,,i,4,,ɐi,,˧
23254,嫖,p,iᴇu,³³,ph,e,ws,pʰ,jɑʊ,2,pʰ,i:u,,˩˨
23255,嫗,k,u,³³,q,o,s,,y,4,j,y:,,˧˥
23256,嫘,lʷ,i,³³,r,u,l,l,ei,2,l,ɵy,,˩˨
23257,嫙,zʷ,iᴇn,³³,sɢl,o,n,ɕ,yan,2,,,,
23258,嫚,mɰæn,,³¹,mr,o,̠ns,m,an,1,m,a:,n,˨
23259,嫛,ʔ,ei,³³,q,i,̠,,i,1,j,i:,,˥
23260,嫜,tɕj,aŋ,³³,,,,ʈʂ,ɑŋ,1,ts,œ:,ŋ,˥
23261,嫝,kʰ,ɑŋ,³³,,,,kʰ,ɑŋ,1,,,,
23262,嫞,,,,,,,,jʊŋ,1,,,,
23263,嫟,ɳ,ɨk̲̲,³,,,,n,i,4,n,ɪ,k,˥
23264,嫠,l,i,³³,ɡ,ə,r,l,i,2,l,ei,,˩˨
23265,嫡,ʈ,iᴇk̲̲,³,k‧r,e,ɡ,t,i,2,t,ɪ,k,˥
23266,嫢,kʷ,iᴇ,³¹,ɡ,e,̠nʔ,k,,1,kʰw,ɐi,,˥
23267,嫣,ʔʷj,ɤn,³⁵,qr,a,nʔ,,jɛn,1,j,i:,n,˥
23268,嫤,ɡ,ɨn,³³,,,,tɕ,in,3,,,,
23269,嫥,dʷ,ɑn,³³,tj,o,n,ʈʂ,wan,1,ts,y:,n,˥
23270,嫦,,,,,,,ʈʂʰ,ɑŋ,2,s,œ:,ŋ,˩˨
23271,嫧,tʂʰɰ,ɛk̲̲,³,shr,e,̠ɡ,ts,ɤ,2,,,,
23272,嫨,ȵ,iᴇn,³⁵,,,,x,an,1,,,,
23273,嫩,,,,,,,n,ən,4,n,y:,n,˨
23274,嫪,l,ɑu,³¹,ɡ,ə,r,l,ɑʊ,4,l,ou,,˨
23275,嫫,m,u̯o,³³,m,a,̠,m,uɔ,2,m,ou,,˩˨
23276,嫬,ɕj,ɤ,³¹,,,,ʈʂ,ɤ,1,,,,
23277,嫭,ɦ,u̯o,³¹,ɡ,a,̠s,x,u,4,w,u:,,˨
23278,嫮,ɦ,u̯o,³¹,ɡʷ,a,̠s,x,u,4,w,u:,,˨
23279,嫯,ŋ,ɑu,³³,ŋɡ,a,̠ws,,ɑʊ,4,,,,
23280,嫰,n,u̯on,³¹,,,,n,ən,4,,,,
23281,嫱,,,,,,,tɕʰ,jɑŋ,2,tsʰ,œ:,ŋ,˩˨
23282,嫲,,,,,,,m,a,a,m,a:,,˩˨
23283,嫳,b,iᴇt̲̲,³,ph,e,̠d,pʰ,je,4,pʰ,i:,t,˧
23284,嫴,k,u̯o,³³,k,a,̠,k,u,1,,,,
23285,嫵,mj,ʊ,³⁵,m,a,ʔ,,u,3,m,ou,,˩˨
23286,嫶,dz,iᴇu,³³,sk,e,w,tɕʰ,jɑʊ,2,tsʰ,i:u,,˩˨
23287,嫷,tʰʷ,ɑ,³¹,ɡ‧l,o,̠lʔ,tʰ,uɔ,3,tʰ,ɔ:,,˩˧
23288,嫸,tɕ,iᴇn,³⁵,tj,e,nʔ,ʈʂ,an,3,,,,
23289,嫹,,,,,,,m,jɑʊ,2,,,,
23290,嫺,ɦɰ,ɛn,³³,ɡr,e,̠n,ɕ,jɛn,2,h,a:,n,˩˨
23291,嫻,ɦɰ,ɛn,³³,ɡr,e,̠n,ɕ,jɛn,2,h,a:,n,˩˨
23292,嫼,m,ək̲̲,³,m̥h,ɯ,̠ɡ,m,uɔ,4,,,,
23293,嫽,l,eu,³³,ɡ,ə,r,l,jɑʊ,2,l,i:u,,˩˨
23294,嫾,l,en,³³,,,,l,jɛn,2,,,,
23295,嫿,hʷɰ,ɛk̲̲,³,ɡʷr,e,̠ɡ,x,wa,4,w,a:,k,˨
23296,嬀,kʷɰ,iᴇ,³³,kʷr,a,l,k,,1,,,,
23297,嬁,t,əŋ,³³,,,,t,ɤŋ,1,,,,
23298,嬂,tɕ,ɨk̲̲,³,,,,ʈʂ,i,2,,,,
23299,嬃,sj,ʊ,³³,sl ,o,,ɕ,y,1,s,ɵy,,˥
23300,嬄,ʔ,it̲̲,³,,,,,i,1,,,,
23301,嬅,ɦʷɰæ,,³¹,,,,x,wa,4,,,,
23302,嬆,hɰ,ip̲̲,³,,,,ɕ,i,1,,,,
23303,嬇,ɦ,u̯oi,³¹,ɡ,u,̠ls,kʰ,,4,,,,
23304,嬈,n,eu,³⁵,mɡlj,e,wʔ,ʐ,ɑʊ,2,j,i:u,,˩˨
23305,嬉,h,ɨ,³³,qh,ɯ,,ɕ,i,1,h,ei,,˥
23306,嬊,ʔ,en,³³,,,,,jɛn,4,,,,
23307,嬋,dʑ,iᴇn,³³,dj,a,n,ʈʂʰ,an,2,s,i:,m,˩˨
23308,嬌,ɡɰ,iᴇu,³³,kr,e,wʔ,tɕ,jɑʊ,1,k,i:u,,˥
23309,嬍,,,,,,,m,ei,3,,,,
23310,嬎,pʰʷj,ɤn,³³,m̥,o,ns,f,an,4,,,,
23311,嬏,bʷj,ɤn,³³,,,,f,an,1,,,,
23312,嬐,ŋj,am,³⁵,ŋɡr,o,mʔ,ɕ,jɛn,1,tsʰ,i:,m,˥
23313,嬑,ʔ,ɨ,³¹,,,,,i,4,,,,
23314,嬒,ʔʷ,ɑi,³¹,q,o,̠d,x,,4,,,,
23315,嬓,k,eu,³¹,kl,e,̠wʔ,tɕ,jɑʊ,4,k,i:u,,˧
23316,嬔,,,,,,,f,u,4,,,,
23317,嬕,ɕ,iᴇk̲̲,³,,,,ʂ,i,4,,,,
23318,嬖,pɰ,iᴇ,³¹,p,e,̠ɡs,p,i,4,pʰ,ei,,˧
23319,嬗,dʑ,iᴇn,³⁵,th,a,̠n,ʂ,an,4,s,i:,n,˨
23320,嬘,zʷ,i,³¹,,,,s,,4,,,,
23321,嬙,ʂ,ɨk̲̲,³,z,a,ŋ,tɕʰ,jɑŋ,2,tsʰ,œ:,ŋ,˩˨
23322,嬚,l,iᴇm,³⁵,,,,l,jɛn,3,,,,
23323,嬛,hʷ,iᴇn,³³,ɡʷ,e,ŋ,x,wan,2,h,y:,n,˥
23324,嬜,hɰ,im,³³,,,,ɕ,in,1,,,,
23325,嬝,,,,,,,n,jɑʊ,3,n,i:u,,˩˧
23326,嬞,t,uŋ,³⁵,,,,t,ʊŋ,3,,,,
23327,嬟,ŋɰ,iᴇ,³¹,,,,,i,4,,,,
23328,嬠,,,,,,,tsʰ,an,1,,,,
23329,嬡,,,,,,,,ai,4,,ɔ:i,,˧
23330,嬢,,,,,,,n,jɑŋ,2,,,,
23331,嬣,ɳɰ,ɛŋ,³³,,,,n,iŋ,2,,,,
23332,嬤,,,,,,,m,a,1,m,a:,,˥
23333,嬥,ɖɰɔk̲̲,,³,ɡ‧l,e,̠wʔ,tʰ,jɑʊ,3,tʰ,i:u,,˩˧
23334,嬦,ɖ,ɨu,³³,,,,ʈʂʰ,oʊ,2,,,,
23335,嬧,,,,,,,tɕ,in,4,,,,
23336,嬨,dz,ɨ,³³,,,,tsʰ,i,2,,,,
23337,嬩,j,ɤ,³³,ɢl,a,,,y,2,,,,
23338,嬪,,,,b,i,n,pʰ,in,2,p,ɐ,n,˧
23339,嬫,ɦʲʷɰjæŋ,,³³,,,,ʐ,ʊŋ,2,,,,
23340,嬬,ȵj,ʊ,³³,nj,o,,ʐ,u,2,j,y:,,˩˨
23341,嬭,n,ei,³¹,m‧r,e,̠lʔ,n,ai,3,n,a:i,,˩˧
23342,嬮,ʔ,iᴇm,³¹,q,e,m,,jɛn,1,j,i:,m,˥
23343,嬯,tʰ,əi,³³,d,ɯ,̠,tʰ,ai,2,,,,
23344,嬰,ʔ,iᴇŋ,³¹,q,e,ŋ,,iŋ,1,j,ɪ,ŋ,˥
23345,嬱,tsʰ,iᴇm,³¹,,,,tɕʰ,jɛn,4,,,,
23346,嬲,n,eu,³⁵,,,,n,jɑʊ,3,n,ɐu,,˥
23347,嬳,ʔʷj,ak̲̲,³,,,,,yɛ,4,,,,
23348,嬴,j,iᴇŋ,³³,l,e,ŋ,,iŋ,2,j,ɪ,ŋ,˩˨
23349,嬵,m,iᴇn,³³,,,,m,jɛn,2,,,,
23350,嬶,,,,,,,p,i,2,,,,
23351,嬷,,,,,,,m,a,1,m,a:,,˥
23352,嬸,ɕ,im,³⁵,,,,ʂ,ən,3,s,ɐ,m,˧˥
23353,嬹,h,ɨŋ,³¹,qh,ɯ,ŋs,ɕ,iŋ,4,,,,
23354,嬺,,,,,,,n,i,4,,,,
23355,嬻,d,uk̲̲,³,ɡ‧l,o,̠ɡ,t,u,2,,,,
23356,嬼,l,ɨu,³⁵,,,,l,,3,,,,
23357,嬽,ʔʷɰ,iᴇn,³³,qʷ,e,n,,yan,1,,,,
23358,嬾,l,ɑn,³⁵,b,ə,r,l,an,3,l,a:,n,˩˧
23359,嬿,ʔ,en,³⁵,q,e,̠nʔ,,jɛn,4,j,i:,n,˧
23360,孀,ʂj,aŋ,³³,sr,a,ŋ,ʂ,wɑŋ,1,s,œ:,ŋ,˥
23361,孁,l,eŋ,³³,r,e,̠ŋ,l,iŋ,2,,,,
23362,孂,kʰj,u,³⁵,k,ɯ,̠ɡ,tɕ,jɑʊ,3,,,,
23363,孃,ȵj,aŋ,³³,mlj,a,ŋ,n,jɑŋ,2,n,œ:,ŋ,˩˨
23364,孄,,,,,,,l,an,3,,,,
23365,孅,tsʰ,iᴇm,³³,sl,e,m,tɕʰ,jɛn,1,tsʰ,i:,m,˥
23366,孆,,,,,,,,iŋ,1,,,,
23367,孇,ʂɰɔŋ,,³³,,,,ʂ,wɑŋ,1,,,,
23368,孈,ɦʷɰ,ɛ,³¹,ɢʷ,e,ʔ,x,,4,,,,
23369,孉,ɡʷɰ,iᴇn,³³,,,,tɕʰ,yan,2,,,,
23370,孊,mɰ,iᴇ,³⁵,mr,a,lʔ,m,i,3,,,,
23371,孋,l,iᴇ,³³,b,ə,r,l,i,2,l,ei,,˩˨
23372,孌,lʷ,iᴇn,³⁵,ɡ,ə,r,l,wan,2,l,y:,n,˩˧
23373,孍,ŋj,am,³⁵,,,,,jɛn,2,,,,
23374,孎,ʈɰɔk̲̲,,³,k‧r,o,̠ɡ,ʈʂ,u,2,,,,
23375,孏,,,,,,,l,an,3,,,,
23376,子,ts,ɨ,³⁵,sk,ɯ,ʔ,ts,i,i,ts,i:,,˧˥
23377,孑,k,iᴇt̲̲,³,k,e,d,tɕ,je,2,kʰ,i:,t,˧
23378,孒,kʷj,ɤt̲̲,³,k,o,ŋʔ,tɕ,yɛ,2,,,,
23379,孓,kj,ut̲̲,³,k,o,ŋʔ,tɕ,yɛ,2,kʰ,y:,t,˧
23380,孔,kʰ,uŋ,³⁵,khl,o,̠ŋʔ,kʰ,ʊŋ,3,h,ʊ,ŋ,˧˥
23381,孕,j,ɨŋ,³¹,l,ɯ,ŋs,,yn,4,j,ɐ,n,˨
23382,孖,ts,ɨ,³³,,,,m,a,1,m,a:,,˥
23383,字,ts,ɨ,³³,sɡ,ɯ,s,ts,i,4,ts,i:,,˨
23384,存,,,,z,u,̠n,tsʰ,,2,tsʰ,y:,n,˩˨
23385,孙,s,u̯on,³³,,,,s,,1,s,y:,n,˥
23386,孚,pʰj,ʊ,³¹,ph,u,w,f,u,2,f,u:,,˥
23387,孛,b,u̯ot̲̲,³,b,ɯ,̠d,p,ei,4,p,u:i,,˨
23388,孜,ts,ɨ,³³,sk,ɯ,,ts,i,1,ts,i:,,˥
23389,孝,hɰæ,u,³³,qhr,u,̠s,ɕ,jɑʊ,4,h,a:u,,˧
23390,孞,,,,,,,ɕ,in,4,,,,
23391,孟,m,ɑŋ,³⁵,mr,a,̠ŋs,m,ɤŋ,4,m,a:,ŋ,˨
23392,孠,z,ɨ,³¹,lj,ɯ,s,s,i,4,,,,
23393,孡,tʰ,əi,³³,,,,tʰ,ai,1,,,,
23394,孢,,,,,,,p,ɑʊ,1,p,a:u,,˥
23395,季,kʷ,i,³¹,kʷ,i,ds,tɕ,i,4,kw,ɐi,,˧
23396,孤,k,u̯o,³³,kʷ,a,̠,k,u,1,k,u:,,˥
23397,孥,n,u̯o,³¹,n,a,̠,n,u,2,n,ou,,˩˨
23398,学,ɦɰɔk̲̲,,³,,,,ɕ,yɛ,2,h,ɔ:,k,˨
23399,孧,,,,,,,,,4,,,,
23400,孨,tɕʷ,iᴇn,³⁵,m‧l,ɯ,b,ʈʂ,wan,3,,,,
23401,孩,ɦ,əi,³³,ɡ,ɯ,̠,x,ai,2,h,a:i,,˩˨
23402,孪,ʂʷɰæn,,³¹,,,,l,wan,2,l,y:,n,˩˨
23403,孫,,,,skl,u,̠n,s,,1,s,y:,n,˥
23404,孬,,,,,,,n,ɑʊ,1,p,ou,,˧˥
23405,孭,,,,,,,m,je,1,m,ɛ:,,˥
23406,孮,dz,u̯oŋ,³³,,,,tsʰ,ʊŋ,2,,,,
23407,孯,,,,,,,tɕʰ,jɛn,1,,,,
23408,孰,ʑj,uk̲̲,³,dj,ɯ,wɡ,ʂ,u,2,s,ʊ,k,˨
23409,孱,dʐ,iᴇn,³³,sɡr,e,̠nʔ,tsʰ,an,4,s,a:,n,˩˨
23410,孲,ʔɰæ,,³³,,,,,ja,1,,,,
23411,孳,dz,ɨ,³¹,s,ɯ,,ts,i,1,ts,i:,,˥
23412,孴,j,ip̲̲,³,l,ɯ,b,n,i,3,,,,
23413,孵,pʰj,ʊ,³¹,,,,f,u,1,f,u:,,˥
23414,孶,,,,,,,ts,i,1,,,,
23415,孷,l,ɨ,³³,ɡ,ə,r,l,i,2,,,,
23416,學,kɰæ,u,³¹,ɡr,u,̠ɡ,ɕ,yɛ,2,h,ɔ:,k,˨
23417,孹,,,,,,,p,uɔ,4,,,,
23418,孺,ȵj,ʊ,³¹,nj,o,s,ʐ,u,2,j,y:,,˩˨
23419,孻,,,,,,,n,ai,2,l,a:i,,˥
23420,孼,ŋʷɰ,iᴇt̲̲,³,ŋɡr,e,d,n,je,4,j,i:,t,˨
23421,孽,ŋʷɰ,iᴇt̲̲,³,ŋɡr,e,d,n,je,4,j,i:,p,˨
23422,孾,,,,q,e,ŋ,,iŋ,1,,,,
23423,孿,ʂʷ,iᴇn,³¹,sqr,o,ns,l,wan,2,l,y:,n,˩˨
23424,宀,kj,uk̲̲,³,m,e,n,m,jɛn,2,m,i:,n,˩˨
23425,宁,ʈj,ɤ,³⁵,d,a,ʔ,n,iŋ,2,,,,
23426,宂,ȵj,ʊŋ,³⁵,nj,o,ŋʔ,ʐ,ʊŋ,3,j,ʊ,ŋ,˧˥
23427,它,j,iᴇ,³³,l̥,a,̠l,tʰ,a,1,tʰ,a:,,˥
23428,宄,kʷɰ,i,³⁵,kr,u,ʔ,k,,3,kw,ɐi,,˧˥
